kind;n;m;sum_n;AgeLatency;IterationCount;ExpansionVertex;ExpansionEdges;LowerBounds;UpperBounds;gen_time;sp_time
2;10;22;159;2399;2;"[12,28]";"[26,107]";"[2399,2399]";"[2599,2399]";0.00;0.00
2;10;22;143;716;2;"[12,106]";"[26,300]";"[305,716]";"[736,716]";0.00;0.00
2;10;22;39;130;2;"[12,23]";"[27,82]";"[112,130]";"[130,130]";0.00;0.00
2;10;22;485;3602;2;"[12,441]";"[27,1479]";"[2885,3602]";"[3612,3602]";1.00;1.00
2;10;22;292;882;2;"[12,74]";"[27,324]";"[602,882]";"[882,882]";0.00;0.00
2;10;22;20;478;2;"[12,14]";"[28,32]";"[447,478]";"[478,478]";0.00;0.00
2;10;22;22;215;2;"[12,22]";"[25,52]";"[114,215]";"[231,215]";0.00;0.00
2;10;22;956;1835;2;"[12,362]";"[25,1316]";"[808,1835]";"[1845,1835]";1.00;0.00
2;10;22;33;53;3;"[12,29,31]";"[27,95,97]";"[26,50,53]";"[55,53,53]";0.00;0.00
2;10;22;1529;4324;2;"[12,1095]";"[26,4348]";"[2528,4324]";"[4324,4324]";3.00;3.00
2;10;22;49;34;2;"[12,36]";"[26,119]";"[17,34]";"[35,34]";0.00;0.00
2;10;22;181;104;2;"[12,147]";"[27,521]";"[60,104]";"[117,104]";0.00;1.00
2;10;22;739;4395;2;"[12,381]";"[27,1253]";"[2599,4395]";"[4464,4395]";0.00;0.00
2;10;22;362;1799;2;"[12,208]";"[25,728]";"[1083,1799]";"[1814,1799]";0.00;0.00
2;10;22;294;1802;3;"[12,30,209]";"[26,92,970]";"[1080,1802,1802]";"[2018,1874,1802]";0.00;0.00
2;10;22;80;805;2;"[12,71]";"[26,146]";"[599,805]";"[825,805]";0.00;0.00
2;10;22;59;261;2;"[12,52]";"[26,156]";"[176,261]";"[265,261]";0.00;0.00
2;10;22;140;4538;2;"[12,57]";"[26,346]";"[2847,4538]";"[4538,4538]";0.00;0.00
2;10;22;67;383;3;"[12,24,53]";"[27,75,153]";"[239,383,383]";"[455,431,383]";0.00;0.00
2;10;22;154;160;3;"[12,107,110]";"[25,312,315]";"[96,160,160]";"[168,160,160]";0.00;0.00
2;10;22;32;450;1;"[12]";"[28]";"[450]";"[450]";0.00;0.00
2;10;30;57;323;3;"[12,49,54]";"[33,150,155]";"[221,323,323]";"[368,350,323]";0.00;0.00
2;10;30;398;2187;2;"[12,305]";"[33,1476]";"[984,2187]";"[2312,2187]";0.00;1.00
2;10;30;27;106;2;"[12,28]";"[32,101]";"[62,106]";"[122,106]";0.00;0.00
2;10;30;49;54;2;"[12,50]";"[32,159]";"[35,54]";"[59,54]";0.00;0.00
2;10;30;88;1105;2;"[12,77]";"[34,240]";"[577,1105]";"[1135,1105]";0.00;0.00
2;10;30;348;3001;2;"[12,328]";"[32,1295]";"[2501,3001]";"[3061,3001]";0.00;0.00
2;10;30;343;423;4;"[12,257,316,345]";"[32,849,1081,1081]";"[243,423,423,423]";"[450,447,447,423]";0.00;0.00
2;10;30;68;292;2;"[12,43]";"[34,178]";"[192,292]";"[292,292]";0.00;0.00
2;10;30;104;937;2;"[12,59]";"[34,199]";"[862,937]";"[955,937]";0.00;0.00
2;10;30;225;939;3;"[12,177,180]";"[32,663,669]";"[657,939,939]";"[963,939,939]";0.00;0.00
2;10;30;1658;5630;2;"[12,1391]";"[32,5749]";"[2713,5630]";"[5650,5630]";9.00;5.00
2;10;30;145;214;2;"[12,90]";"[33,238]";"[106,214]";"[214,214]";0.00;2.00
2;10;30;37;31;2;"[12,33]";"[33,108]";"[16,31]";"[31,31]";0.00;0.00
2;10;30;367;3030;2;"[12,329]";"[34,1070]";"[2400,3030]";"[3348,3030]";0.00;0.00
2;10;30;137;1152;2;"[12,82]";"[32,500]";"[867,1152]";"[1152,1152]";0.00;0.00
2;10;30;22;147;2;"[12,21]";"[33,51]";"[139,147]";"[151,147]";0.00;0.00
2;10;30;460;5397;2;"[12,249]";"[34,1219]";"[3319,5397]";"[5481,5397]";0.00;0.00
2;10;30;914;8644;2;"[12,911]";"[33,4682]";"[5487,8644]";"[8650,8644]";3.00;3.00
2;10;30;57;1444;2;"[12,36]";"[32,119]";"[843,1444]";"[1464,1444]";0.00;0.00
2;10;30;157;504;2;"[12,71]";"[33,382]";"[206,504]";"[504,504]";0.00;1.00
2;10;30;103;259;2;"[12,92]";"[33,209]";"[140,259]";"[264,259]";0.00;0.00
